_id,APPLICATION_TYPE,APPLICATION#,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,DATE_SUBMITTED,STATUS,X,Y,DESCRIPTION,REFERENCE_FILE#,FOLDERRSN,WARD_NUMBER,WARD_NAME,COMMUNITY_MEETING_DATE,COMMUNITY_MEETING_TIME,COMMUNITY_MEETING_LOCATION,APPLICATION_URL,CONTACT_NAME,CONTACT_PHONE,CONTACT_EMAIL,PARENT_FOLDER_NUMBER
15701,SA,21 146891 STE 11 SA,35,AVENUE,RD, ,M5R,2021-04-28T00:00:00,NOAC Issued,313277.483,4836516.7,"Proposal for a 31-storey mixed-use building.Minor Variance approval granted for 2 additional storeys (Feb 7, 2024).",,4916283,11,University-Rosedale,,,,http://app.toronto.ca/AIC/index.do?folderRsn=xUxMDtTpG1Z9vAvAd%2B8TLQ%3D%3D,"Biddanda Pavan, Esha",416-392-1975,esha.biddandapavan@toronto.ca,20 126634 STE 11 OZ
15702,SA,21 146891 STE 11 SA,37,AVENUE,RD, ,M5R,2021-04-28T00:00:00,NOAC Issued,313276.423,4836519.6,"Proposal for a 31-storey mixed-use building.Minor Variance approval granted for 2 additional storeys (Feb 7, 2024).",,4916283,11,University-Rosedale,,,,http://app.toronto.ca/AIC/index.do?folderRsn=xUxMDtTpG1Z9vAvAd%2B8TLQ%3D%3D,"Biddanda Pavan, Esha",416-392-1975,esha.biddandapavan@toronto.ca,20 126634 STE 11 OZ
15703,SA,21 146891 STE 11 SA,41,AVENUE,RD, ,M5R,2021-04-28T00:00:00,NOAC Issued,313274.726,4836524.78,"Proposal for a 31-storey mixed-use building.Minor Variance approval granted for 2 additional storeys (Feb 7, 2024).",,4916283,11,University-Rosedale,,,,http://app.toronto.ca/AIC/index.do?folderRsn=xUxMDtTpG1Z9vAvAd%2B8TLQ%3D%3D,"Biddanda Pavan, Esha",416-392-1975,esha.biddandapavan@toronto.ca,20 126634 STE 11 OZ
15704,OZ,20 230438 STE 12 OZ,192,SOUDAN,AVE, ,M4S,2020-12-18T00:00:00,Closed,313554.142,4840443.6,"Proposal for 21-storey residential building with 167 new rental units, in addition to maintaining the 185 rental units in the existing apartment building. Approximately 12493 square metres of new residential GFA is proposed, resulting in an overall FSI of 4.5 times the area of the lot. The existing 19-storey residential rental building located on the northerly portion of the subject site, municipally known as 18 Brownlow Avenue, will be retained.",,4855497,12,Toronto-St. Paul's,2021-04-22T00:00:00,6:30pm,Online,http://app.toronto.ca/AIC/index.do?folderRsn=NipFr%2Byj5w7d7u%2FZbs7Tyw%3D%3D,,,,
15705,OZ,20 230438 STE 12 OZ,194,SOUDAN,AVE, ,M4S,2020-12-18T00:00:00,Closed,313561.33,4840446.609,"Proposal for 21-storey residential building with 167 new rental units, in addition to maintaining the 185 rental units in the existing apartment building. Approximately 12493 square metres of new residential GFA is proposed, resulting in an overall FSI of 4.5 times the area of the lot. The existing 19-storey residential rental building located on the northerly portion of the subject site, municipally known as 18 Brownlow Avenue, will be retained.",,4855497,12,Toronto-St. Paul's,2021-04-22T00:00:00,6:30pm,Online,http://app.toronto.ca/AIC/index.do?folderRsn=NipFr%2Byj5w7d7u%2FZbs7Tyw%3D%3D,,,,
15706,OZ,20 230438 STE 12 OZ,196,SOUDAN,AVE, ,M4S,2020-12-18T00:00:00,Closed,313567.398,4840447.897,"Proposal for 21-storey residential building with 167 new rental units, in addition to maintaining the 185 rental units in the existing apartment building. Approximately 12493 square metres of new residential GFA is proposed, resulting in an overall FSI of 4.5 times the area of the lot. The existing 19-storey residential rental building located on the northerly portion of the subject site, municipally known as 18 Brownlow Avenue, will be retained.",,4855497,12,Toronto-St. Paul's,2021-04-22T00:00:00,6:30pm,Online,http://app.toronto.ca/AIC/index.do?folderRsn=NipFr%2Byj5w7d7u%2FZbs7Tyw%3D%3D,,,,
15707,OZ,20 230438 STE 12 OZ,198,SOUDAN,AVE, ,M4S,2020-12-18T00:00:00,Closed,313575.509,4840449.828,"Proposal for 21-storey residential building with 167 new rental units, in addition to maintaining the 185 rental units in the existing apartment building. Approximately 12493 square metres of new residential GFA is proposed, resulting in an overall FSI of 4.5 times the area of the lot. The existing 19-storey residential rental building located on the northerly portion of the subject site, municipally known as 18 Brownlow Avenue, will be retained.",,4855497,12,Toronto-St. Paul's,2021-04-22T00:00:00,6:30pm,Online,http://app.toronto.ca/AIC/index.do?folderRsn=NipFr%2Byj5w7d7u%2FZbs7Tyw%3D%3D,,,,
15708,OZ,12 243614 NNY 24 OZ,39,KENNETH WOOD,CRES, ,   ,2012-09-10T00:00:00,Closed,313018.227,4849166.192,"The applicant has submitted an official plan amendment, zoning by-law amendment, plan of subdivision and site plan application for a 58 unit townhouse development consisting of 8 blocks.  Six of the blocks would front on to a new proposed  public road having two access points from Finch Avenue East.   The remaining two blocks would front on to Finch Avenue East.  The townhouses would be approximately 10.5 metres and 4-storeys in height.  Proposed are a total of 58 residential parking spaces (1 per residential unit) with visitor parking on the proposed new street.",,3210626,18,Willowdale,2013-02-04T00:00:00,7:00 p.m.,"Finch Avenue Public School, Gym, 277 Finch Avenue East",,,,,
15709,OZ,12 243614 NNY 24 OZ,41,KENNETH WOOD,CRES, ,   ,2012-09-10T00:00:00,Closed,313024.215,4849167.523,"The applicant has submitted an official plan amendment, zoning by-law amendment, plan of subdivision and site plan application for a 58 unit townhouse development consisting of 8 blocks.  Six of the blocks would front on to a new proposed  public road having two access points from Finch Avenue East.   The remaining two blocks would front on to Finch Avenue East.  The townhouses would be approximately 10.5 metres and 4-storeys in height.  Proposed are a total of 58 residential parking spaces (1 per residential unit) with visitor parking on the proposed new street.",,3210626,18,Willowdale,2013-02-04T00:00:00,7:00 p.m.,"Finch Avenue Public School, Gym, 277 Finch Avenue East",,,,,
15710,OZ,12 243614 NNY 24 OZ,43,KENNETH WOOD,CRES, ,   ,2012-09-10T00:00:00,Closed,313030.702,4849169.851,"The applicant has submitted an official plan amendment, zoning by-law amendment, plan of subdivision and site plan application for a 58 unit townhouse development consisting of 8 blocks.  Six of the blocks would front on to a new proposed  public road having two access points from Finch Avenue East.   The remaining two blocks would front on to Finch Avenue East.  The townhouses would be approximately 10.5 metres and 4-storeys in height.  Proposed are a total of 58 residential parking spaces (1 per residential unit) with visitor parking on the proposed new street.",,3210626,18,Willowdale,2013-02-04T00:00:00,7:00 p.m.,"Finch Avenue Public School, Gym, 277 Finch Avenue East",,,,,
15711,OZ,12 243614 NNY 24 OZ,45,KENNETH WOOD,CRES, ,   ,2012-09-10T00:00:00,Closed,313036.524,4849171.515,"The applicant has submitted an official plan amendment, zoning by-law amendment, plan of subdivision and site plan application for a 58 unit townhouse development consisting of 8 blocks.  Six of the blocks would front on to a new proposed  public road having two access points from Finch Avenue East.   The remaining two blocks would front on to Finch Avenue East.  The townhouses would be approximately 10.5 metres and 4-storeys in height.  Proposed are a total of 58 residential parking spaces (1 per residential unit) with visitor parking on the proposed new street.",,3210626,18,Willowdale,2013-02-04T00:00:00,7:00 p.m.,"Finch Avenue Public School, Gym, 277 Finch Avenue East",,,,,
15712,OZ,12 243614 NNY 24 OZ,47,KENNETH WOOD,CRES, ,   ,2012-09-10T00:00:00,Closed,313041.681,4849172.845,"The applicant has submitted an official plan amendment, zoning by-law amendment, plan of subdivision and site plan application for a 58 unit townhouse development consisting of 8 blocks.  Six of the blocks would front on to a new proposed  public road having two access points from Finch Avenue East.   The remaining two blocks would front on to Finch Avenue East.  The townhouses would be approximately 10.5 metres and 4-storeys in height.  Proposed are a total of 58 residential parking spaces (1 per residential unit) with visitor parking on the proposed new street.",,3210626,18,Willowdale,2013-02-04T00:00:00,7:00 p.m.,"Finch Avenue Public School, Gym, 277 Finch Avenue East",,,,,
15713,OZ,20 233830 STE 13 OZ,232,CARLTON,ST, ,M5A,2020-12-24T00:00:00,Closed,315345.524,4835826.984,"Official Plan Amendment application to facilitate the future severance of the subject properties to transfer ownership from TCHC to non-profit housing agencies as part of the Tenants First initiative. The proposal will not result in the conversion or demolition of any of the 8 existing rental dwelling units or 16 existing dwelling rooms, or alter the current built form or functions of the subject property. ",,4859309,13,Toronto Centre,2021-04-19T00:00:00,7:00pm,Webex,http://app.toronto.ca/AIC/index.do?folderRsn=jUKNVnb0jdg5xiSdliZOOg%3D%3D,,,,
15714,OZ,20 233830 STE 13 OZ,33,ABERDEEN,AVE, ,M4X,2020-12-24T00:00:00,Closed,315318.842,4835866.362,"Official Plan Amendment application to facilitate the future severance of the subject properties to transfer ownership from TCHC to non-profit housing agencies as part of the Tenants First initiative. The proposal will not result in the conversion or demolition of any of the 8 existing rental dwelling units or 16 existing dwelling rooms, or alter the current built form or functions of the subject property. ",,4859309,13,Toronto Centre,2021-04-19T00:00:00,7:00pm,Webex,http://app.toronto.ca/AIC/index.do?folderRsn=jUKNVnb0jdg5xiSdliZOOg%3D%3D,,,,
15715,OZ,20 233830 STE 13 OZ,39,ABERDEEN,AVE, ,M4X,2020-12-24T00:00:00,Closed,315331.585,4835872.702,"Official Plan Amendment application to facilitate the future severance of the subject properties to transfer ownership from TCHC to non-profit housing agencies as part of the Tenants First initiative. The proposal will not result in the conversion or demolition of any of the 8 existing rental dwelling units or 16 existing dwelling rooms, or alter the current built form or functions of the subject property. ",,4859309,13,Toronto Centre,2021-04-19T00:00:00,7:00pm,Webex,http://app.toronto.ca/AIC/index.do?folderRsn=jUKNVnb0jdg5xiSdliZOOg%3D%3D,,,,
15716,SA,21 152801 STE 14 SA,1555,QUEEN,ST,E,M4L,2021-05-10T00:00:00,Closed,319405.759,4835983.683,"Site Plan Approval for a 10-storey residential apartment building having a gross floor area of approximately 11,520 square metres and containing 138 affordable residential dwelling units.",,4923463,14,Toronto-Danforth,,,,http://app.toronto.ca/AIC/index.do?folderRsn=YLGSh9Al9GmyncEmdAtuww%3D%3D,,,,19 255597 STE 14 OZ
15717,OZ,21 177934 WET 05 OZ,15,HOLLIS,ST, ,M6M,2021-06-30T00:00:00,OMB Appeal,305660.199,4838427.69,"Proposed 48-storey residential building, comprising of a 6-storey base building with a 42-storey tower. The building will include a total of 583 dwelling units, 103 car parking spaces in three levels of underground parking, 585 bicycle parking spaces and a gross floor area (GFA) of 39,217 square metres, resulting in a density of 17.6 FSI.",,4953985,05,York South-Weston,,,,http://app.toronto.ca/AIC/index.do?folderRsn=HAHe86S7YqyUbAI9BZrAdQ%3D%3D,"Ahmed, Rabia",416-392-2821,Rabia.Ahmed@toronto.ca,
15718,OZ,21 177934 WET 05 OZ,17,HOLLIS,ST, ,M6M,2021-06-30T00:00:00,OMB Appeal,305664.539,4838437.018,"Proposed 48-storey residential building, comprising of a 6-storey base building with a 42-storey tower. The building will include a total of 583 dwelling units, 103 car parking spaces in three levels of underground parking, 585 bicycle parking spaces and a gross floor area (GFA) of 39,217 square metres, resulting in a density of 17.6 FSI.",,4953985,05,York South-Weston,,,,http://app.toronto.ca/AIC/index.do?folderRsn=HAHe86S7YqyUbAI9BZrAdQ%3D%3D,"Ahmed, Rabia",416-392-2821,Rabia.Ahmed@toronto.ca,
15719,OZ,21 177934 WET 05 OZ,19,HOLLIS,ST, ,M6M,2021-06-30T00:00:00,OMB Appeal,305667.893,4838443.474,"Proposed 48-storey residential building, comprising of a 6-storey base building with a 42-storey tower. The building will include a total of 583 dwelling units, 103 car parking spaces in three levels of underground parking, 585 bicycle parking spaces and a gross floor area (GFA) of 39,217 square metres, resulting in a density of 17.6 FSI.",,4953985,05,York South-Weston,,,,http://app.toronto.ca/AIC/index.do?folderRsn=HAHe86S7YqyUbAI9BZrAdQ%3D%3D,"Ahmed, Rabia",416-392-2821,Rabia.Ahmed@toronto.ca,
15720,OZ,21 177934 WET 05 OZ,21,HOLLIS,ST, ,M6M,2021-06-30T00:00:00,OMB Appeal,305669.322,4838447.782,"Proposed 48-storey residential building, comprising of a 6-storey base building with a 42-storey tower. The building will include a total of 583 dwelling units, 103 car parking spaces in three levels of underground parking, 585 bicycle parking spaces and a gross floor area (GFA) of 39,217 square metres, resulting in a density of 17.6 FSI.",,4953985,05,York South-Weston,,,,http://app.toronto.ca/AIC/index.do?folderRsn=HAHe86S7YqyUbAI9BZrAdQ%3D%3D,"Ahmed, Rabia",416-392-2821,Rabia.Ahmed@toronto.ca,
15721,OZ,21 177934 WET 05 OZ,23,HOLLIS,ST, ,M6M,2021-06-30T00:00:00,OMB Appeal,305672.931,4838453.808,"Proposed 48-storey residential building, comprising of a 6-storey base building with a 42-storey tower. The building will include a total of 583 dwelling units, 103 car parking spaces in three levels of underground parking, 585 bicycle parking spaces and a gross floor area (GFA) of 39,217 square metres, resulting in a density of 17.6 FSI.",,4953985,05,York South-Weston,,,,http://app.toronto.ca/AIC/index.do?folderRsn=HAHe86S7YqyUbAI9BZrAdQ%3D%3D,"Ahmed, Rabia",416-392-2821,Rabia.Ahmed@toronto.ca,
15722,OZ,21 179555 NNY 16 OZ,1,CONCORDE,GT, ,M3C,2021-07-05T00:00:00,Council Approved,318538.395,4843001.383,"Zoning By Law Amendment Application for 1-3 Concorde Gate and 10-12 Concorde Place. The Rezoning Application and associated Draft Plan of Subdivision application proposes to demolish the existing office buildings on the lands at 1-3 Concorde Gate and 10-12 Concorde Place.  Application proposes to redevelop the lands with five residential and mixed-use buildings comprised of nine towers ranging from 40 to 52 storeys. The proposed development  also includes two new public parks located at the north and south ends of the site, which comprise a total of 3,690 square metres in size, in addition to a new public street which will bisect the 10-12 Concorde Place property in a general north-south direction. Overall the application proposes 4,086 dwelling units and 307,004 square metres of residential space, 841 square metres of retail and 437 square metres of community space at grade. The overall gross floor area proposed is 308,284 square metres, resulting in a gross density of 9.95 FSI.  See 21 179556 NNY 16 SB  for the associated Draft Plan of Subdivision file.  See OLT website for OLT appeal information (File No. OLT-22-002185). The application has been approved by the OLT.",,4955840,16,Don Valley East,2022-05-26T00:00:00,6:30pm,webex,http://app.toronto.ca/AIC/index.do?folderRsn=7munpT1LqPs5f5oBqR28fQ%3D%3D,"Prejel, Marian",(416) 392-9337,Marian.Prejel@toronto.ca,
15723,OZ,12 243614 NNY 24 OZ,238,FINCH,AVE,E,M2N,2012-09-10T00:00:00,Closed,312978.14,4849101.654,"The applicant has submitted an official plan amendment, zoning by-law amendment, plan of subdivision and site plan application for a 58 unit townhouse development consisting of 8 blocks.  Six of the blocks would front on to a new proposed  public road having two access points from Finch Avenue East.   The remaining two blocks would front on to Finch Avenue East.  The townhouses would be approximately 10.5 metres and 4-storeys in height.  Proposed are a total of 58 residential parking spaces (1 per residential unit) with visitor parking on the proposed new street.",,3210626,18,Willowdale,2013-02-04T00:00:00,7:00 p.m.,"Finch Avenue Public School, Gym, 277 Finch Avenue East",,,,,
15724,OZ,12 243614 NNY 24 OZ,240,FINCH,AVE,E,M2N,2012-09-10T00:00:00,Closed,312992.944,4849107.642,"The applicant has submitted an official plan amendment, zoning by-law amendment, plan of subdivision and site plan application for a 58 unit townhouse development consisting of 8 blocks.  Six of the blocks would front on to a new proposed  public road having two access points from Finch Avenue East.   The remaining two blocks would front on to Finch Avenue East.  The townhouses would be approximately 10.5 metres and 4-storeys in height.  Proposed are a total of 58 residential parking spaces (1 per residential unit) with visitor parking on the proposed new street.",,3210626,18,Willowdale,2013-02-04T00:00:00,7:00 p.m.,"Finch Avenue Public School, Gym, 277 Finch Avenue East",,,,,
15725,OZ,21 183324 STE 10 OZ,350,QUEENS QUAY, ,W,M5V,2021-07-13T00:00:00,Closed,313727.979,4832976.873,"Zoning By-law Amendment application to permit one 16-storey residential tower above the existing 5-storey parkade (with a total height of 21 storeys, or 66 metres, inclusive of the mechanical penthouse) at 396 Queens Quay West. It also includes additions to the existing buildings at 390 and 396 Queens Quay West, as well as interior and exterior alterations at 350, 370 and 390 Queens Quay West. Overall, the proposal will introduce 249 new dwelling units, 43 new hotel suites, and public realm enhancements along along Queens Quay West.",,4960211,10,Spadina-Fort York,2022-02-23T00:00:00,7:00pm,Webex,http://app.toronto.ca/AIC/index.do?folderRsn=PvgNUIWzPepWS3fU%2BLP8Xw%3D%3D,,,,
15726,OZ,21 183324 STE 10 OZ,390,QUEENS QUAY, ,W,M5V,2021-07-13T00:00:00,Closed,313604.244,4832915.083,"Zoning By-law Amendment application to permit one 16-storey residential tower above the existing 5-storey parkade (with a total height of 21 storeys, or 66 metres, inclusive of the mechanical penthouse) at 396 Queens Quay West. It also includes additions to the existing buildings at 390 and 396 Queens Quay West, as well as interior and exterior alterations at 350, 370 and 390 Queens Quay West. Overall, the proposal will introduce 249 new dwelling units, 43 new hotel suites, and public realm enhancements along along Queens Quay West.",,4960211,10,Spadina-Fort York,2022-02-23T00:00:00,7:00pm,Webex,http://app.toronto.ca/AIC/index.do?folderRsn=PvgNUIWzPepWS3fU%2BLP8Xw%3D%3D,,,,
